Category,URL,회사명,타이틀
백엔드,https://www.wanted.co.kr/wd/142152,롯데헬스케어,서비스 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/107044,넥슨코리아(NEXON),[인텔리전스랩스] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/172362,스탠바이랩,신입 백엔드 엔지니어 (JAVA)
백엔드,https://www.wanted.co.kr/wd/45650,페이타랩(패스오더),"[200억↑투자] 백엔드 개발자 (Spring, Python, MSA)"
백엔드,https://www.wanted.co.kr/wd/182786,토기,[신입] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/37473,뮤즈라이브(Muzlive),백엔드 엔지니어(Java/Spring)
백엔드,https://www.wanted.co.kr/wd/187346,위버스컴퍼니(WEVERSE COMPANY),백엔드개발 (빌링플랫폼)
백엔드,https://www.wanted.co.kr/wd/182064,씨제이올리브영(CJ올리브영),[커머스서비스개발팀] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/185370,와이어트,[카카오헤어샵] 백엔드 개발자 (미들-시니어)
백엔드,https://www.wanted.co.kr/wd/175891,핀다(FINDA),백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/94809,토기,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/170912,의식주컴퍼니(런드리고),[100억↑투자] 백엔드 개발자(Java/2년이상)
백엔드,https://www.wanted.co.kr/wd/188781,테이블링,백엔드(Node.js) 개발자
백엔드,https://www.wanted.co.kr/wd/190963,우리엔,반려동물 앱 서비스 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/187772,커넥팅더닷츠(째깍악어),[300억↑투자] 백엔드 엔지니어 (3년 이상)
백엔드,https://www.wanted.co.kr/wd/188946,줌줌투어,백엔드 개발자 (Node.js)
백엔드,https://www.wanted.co.kr/wd/192588,부스터스,[100억↑투자] 주니어 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/190470,마음연구소,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/190455,콜버스랩,[자리톡] Java 백엔드 개발자 (3년 이상)
백엔드,https://www.wanted.co.kr/wd/116772,컬리,[컬리페이] 백엔드 개발자 (Backend Developer)
백엔드,https://www.wanted.co.kr/wd/190545,위버스컴퍼니(WEVERSE COMPANY),백엔드개발 (멤버십)
백엔드,https://www.wanted.co.kr/wd/179754,페이민트,Java 서버/백엔드 개발자(2년 이상)
백엔드,https://www.wanted.co.kr/wd/170474,마켓보로,"[500억↑투자] 통합 플랫폼 개발(Java, 백엔드 개발자)"
백엔드,https://www.wanted.co.kr/wd/147116,한샘,백엔드 개발
백엔드,https://www.wanted.co.kr/wd/187256,브릭베이스,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/185262,버킷스토어,크리스몰 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/187843,피어테크(지닥),백엔드 개발
백엔드,https://www.wanted.co.kr/wd/163150,롯데e커머스(롯데ON),Product Developer(백엔드)
백엔드,https://www.wanted.co.kr/wd/99373,일루미나리안,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/178788,카카오뱅크(kakaobank),서버 개발자 - 백엔드 API
백엔드,https://www.wanted.co.kr/wd/124999,키다리스튜디오,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/187406,핏투게더,백엔드 개발자 (7년차 이상)
백엔드,https://www.wanted.co.kr/wd/105446,버킷플레이스(오늘의집),"Software Engineer, Backend"
백엔드,https://www.wanted.co.kr/wd/190204,엔라이즈(NRISE),"[100억↑투자] 백엔드(Python, Kotlin) 개발자 (콰트 식단 스쿼드)"
백엔드,https://www.wanted.co.kr/wd/154335,아이티이지,[개발팀] 백엔드 담당자
백엔드,https://www.wanted.co.kr/wd/87634,업템포글로벌,프론트/백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/166897,한국직업개발원,IT 기술연구소 개발자 (백엔드)
백엔드,https://www.wanted.co.kr/wd/173018,와그(WAUG),백엔드 개발자(java)
백엔드,https://www.wanted.co.kr/wd/164532,엔에이치엔커머스(nhn커머스),커머스 플랫폼 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/42121,자비스앤빌런즈(삼쩜삼),[삼쩜삼] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/172281,씨제이대한통운(CJ대한통운),백엔드(Java) 개발자
백엔드,https://www.wanted.co.kr/wd/187006,핸디즈,[100억↑투자] 웹서비스 백엔드 개발자 (3년 이상)
백엔드,https://www.wanted.co.kr/wd/134554,부동산플래닛,백엔드 개발자(Back-End Developer)
백엔드,https://www.wanted.co.kr/wd/179696,셀바스에이아이,웹 백엔드 개발자 (여행 플랫폼)
백엔드,https://www.wanted.co.kr/wd/185548,텍스트웨이,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/40457,피플펀드컴퍼니(PeopleFundCompany),"백엔드(Python,Kotlin) 개발자 (1년 이상)"
백엔드,https://www.wanted.co.kr/wd/98786,스왈라비,서버 개발 (백엔드)
백엔드,https://www.wanted.co.kr/wd/192805,앵커스,백엔드 개발자 (신입~4년 이하)
백엔드,https://www.wanted.co.kr/wd/127334,스카이링크,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/186842,씨디알아이(CDRI),백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/165485,발란(BALAAN),백엔드 엔지니어 주니어 (어드민)
백엔드,https://www.wanted.co.kr/wd/189568,플러그링크,[100억↑투자] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/159038,룩코,백엔드 엔지니어 (신입 또는 5년 미만)
백엔드,https://www.wanted.co.kr/wd/191041,블루밍비트,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/185918,러너블,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/118264,티비유,Java/Kotlin 백엔드 서버 엔지니어
백엔드,https://www.wanted.co.kr/wd/189046,트이다,백엔드(JAVA) 개발자 (2년 이상)
백엔드,https://www.wanted.co.kr/wd/185415,비욘드메디슨,Spring 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/125356,아이지에이웍스(IGAWorks),[500억↑투자] 백엔드 엔지니어 [디파이너리]
백엔드,https://www.wanted.co.kr/wd/192753,유앤아워스,웹 개발자 - 백엔드(Backend) Java/Kotlin (신입)
백엔드,https://www.wanted.co.kr/wd/61755,넷마블,플랫폼 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/49164,아데나소프트웨어,[300억↑투자] 자바 백엔드 엔지니어 (암호화폐 거래 플랫폼)
백엔드,https://www.wanted.co.kr/wd/173953,위메이드(WEMADE),프론트엔드 개발(WemixPlay 백오피스)
백엔드,https://www.wanted.co.kr/wd/187477,오늘의웹툰,백엔드/데이터 엔지니어
백엔드,https://www.wanted.co.kr/wd/178591,네오사피엔스(타입캐스트),백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/186831,인포유앤컴퍼니,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/151738,코드잇(codeit),[100억↑투자] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/168016,넷마블,웹 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/181535,테크스페이스,백엔드 개발자 (Node.js) (신입)
백엔드,https://www.wanted.co.kr/wd/185824,버블콘,백엔드 개발자(JAVA)
백엔드,https://www.wanted.co.kr/wd/167952,에이치엠씨네트웍스,[CARENATION] Java 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/192470,백퍼센트,[충전돼지] 백엔드개발자
백엔드,https://www.wanted.co.kr/wd/142319,드림시스,"솔루션 개발 (자바, 스프링, 백엔드, 풀스택 - JAVA, Spring, Backend, Full Stack)"
백엔드,https://www.wanted.co.kr/wd/187651,언컷젬스컴퍼니,Product Developer(백엔드)
백엔드,https://www.wanted.co.kr/wd/186409,프리윌린,[100억↑투자] 매쓰플랫 백엔드 개발자 (3년 이상)
백엔드,https://www.wanted.co.kr/wd/102917,월급쟁이부자들,백엔드 엔지니어(BE)
백엔드,https://www.wanted.co.kr/wd/190703,위메이드(WEMADE),백엔드 개발(게임 퍼블리싱 플랫폼)
백엔드,https://www.wanted.co.kr/wd/162405,엘리스,[신입] 백엔드 엔지니어 (Python)
백엔드,https://www.wanted.co.kr/wd/90057,카르도,백엔드 개발자 (Back-end Developer)
백엔드,https://www.wanted.co.kr/wd/119447,에이블리코퍼레이션,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/122298,미스터블루,백엔드 개발자(Java/Spring) (신규 웹소설 플랫폼)
백엔드,https://www.wanted.co.kr/wd/120127,해봄데이터,"웹 개발(프론트엔드, 백엔드)"
백엔드,https://www.wanted.co.kr/wd/191559,아이쿱,닥터바이스 개발팀 백엔드 개발
백엔드,https://www.wanted.co.kr/wd/169640,펑타이그레이터차이나(피티코리아),백엔드 자바 개발자 운영 및 구축
백엔드,https://www.wanted.co.kr/wd/184594,팀프레시,[100억↑투자] 시스템개발3팀 백엔드/풀스택 개발자
백엔드,https://www.wanted.co.kr/wd/182416,누비랩,[100억↑투자] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/168694,오투플러스(O2PLUSS),백엔드(Back-end) 개발자
백엔드,https://www.wanted.co.kr/wd/188580,펜타시큐리티,백엔드 웹 개발자
백엔드,https://www.wanted.co.kr/wd/187944,와들,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/186965,에임(AIM),백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/185217,그릿스탠다드,웹 백엔드 개발자(3년 이상)
백엔드,https://www.wanted.co.kr/wd/187165,에누마,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/143628,씨제이올리브영(CJ올리브영),백엔드 개발자 (콘텐츠서비스개발팀)
백엔드,https://www.wanted.co.kr/wd/121823,라프텔(Laftel),백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/181110,해빗팩토리,[100억↑투자] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/182781,카르도,[신입] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/188795,지로,백엔드 개발자 (3년차 이상)
백엔드,https://www.wanted.co.kr/wd/192757,유앤아워스,웹 개발자 - 백엔드(Backend) Java/Kotlin (1년이상)
백엔드,https://www.wanted.co.kr/wd/143809,리즈헬스케어,백엔드 & 프론트엔드 개발자
백엔드,https://www.wanted.co.kr/wd/163187,매드업,주니어 백엔드 개발자 (테크사업부) (전문연구요원 가능)
백엔드,https://www.wanted.co.kr/wd/43127,엔라이즈(NRISE),[100억↑투자] 백엔드(Kotlin) 개발자 (위피 재팬 스쿼드)
백엔드,https://www.wanted.co.kr/wd/100997,똑똑한개발자,Python Django 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/183329,바이너리코리아,백엔드 개발
백엔드,https://www.wanted.co.kr/wd/191775,맥스트(MAXST),Metaverse 백엔드 개발자 (1년 이상)
백엔드,https://www.wanted.co.kr/wd/43130,위허들링,위잇 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/125348,비엘큐(테스트밸리),[100억↑투자] Java 백엔드 서버개발
백엔드,https://www.wanted.co.kr/wd/191334,람다256,BaaS 플랫폼 및 백오피스 개발자 (Backend)
백엔드,https://www.wanted.co.kr/wd/165186,아파트멘터리,"[100억↑투자] 백엔드 개발자 (NodeJs, NestJs)"
백엔드,https://www.wanted.co.kr/wd/138933,블록체인랩스,백엔드 개발 (Back-End Development)
백엔드,https://www.wanted.co.kr/wd/191188,디핑컴퍼니,웹/앱 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/185166,롯데e커머스(롯데ON),Product Developer(광고 백엔드)
백엔드,https://www.wanted.co.kr/wd/180978,핏투비,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/179927,와탭랩스(WhaTapLabs),[100억↑투자] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/164711,피앤씨테크놀로지,파이썬 Django 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/192458,카카오헬스케어,"백엔드(Java, Spring) 개발자 (5년 이상)"
백엔드,https://www.wanted.co.kr/wd/191525,금방,백엔드 개발자 (주니어)
백엔드,https://www.wanted.co.kr/wd/120494,와드(캐치테이블),B2C 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/69885,피플앤드테크놀러지,[플랫폼 개발] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/191327,앤티에스,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/172364,스탠바이랩,주니어 백엔드 엔지니어 (JAVA)
백엔드,https://www.wanted.co.kr/wd/160804,버즈니(Buzzni),[서비스 스쿼드] 백엔드 엔지니어 (전문연구요원 가능)
백엔드,https://www.wanted.co.kr/wd/188328,뉴로핏(NEUROPHET),웹 백엔드 개발자(5년 이상)
백엔드,https://www.wanted.co.kr/wd/191900,헥슬란트,[현역] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/107054,넥슨코리아(NEXON),[인텔리전스랩스] 선행개발실 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/72980,빌드블록,[100억↑투자] 웹 백엔드 개발자 (Backend Engineer) (신입가능)
백엔드,https://www.wanted.co.kr/wd/191903,에듀이엔브이(EduEnv),백엔드 (Spring) 개발자
백엔드,https://www.wanted.co.kr/wd/178623,에스케이디앤디(SK D&D),시니어 백엔드 개발자 (Sr. Backend Engineer)
백엔드,https://www.wanted.co.kr/wd/104343,교보문고,빅데이터 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/188867,이지시큐,NodeJS 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/171035,더엠컴퍼니,백엔드 개발자 (주니어)
백엔드,https://www.wanted.co.kr/wd/183071,비모소프트,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/190691,지엘엔인터내셔널,시스템 백엔드 개발 (Java)
백엔드,https://www.wanted.co.kr/wd/47634,뮤직카우(MUSICOW),[2000억↑투자]Back-end Developer (백엔드 개발자)
백엔드,https://www.wanted.co.kr/wd/189667,아일로,백엔드 웹/앱 개발자
백엔드,https://www.wanted.co.kr/wd/180289,디스콰이엇,소셜 네트워크 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/140378,긴트,[200억↑투자] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/4445,뉴플로이,"백엔드 엔지니어(Java, Server-side)"
백엔드,https://www.wanted.co.kr/wd/183679,위블링,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/162008,이지태스크,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/191730,넥스원소프트,"백엔드(JAVA, 결제, 인증) 개발자 (3년 이상)"
백엔드,https://www.wanted.co.kr/wd/191721,넥스원소프트,백엔드 개발 및 대용량 데이터 처리
백엔드,https://www.wanted.co.kr/wd/158122,쿠캣(Cookat),이커머스(백엔드/프론트엔드) 개발자
백엔드,https://www.wanted.co.kr/wd/101062,리퀴드네이션,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/117879,차봇모빌리티,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/184850,센트비(Sentbe),[Tech] 글로벌 해외송금 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/184092,홈리에종,파이썬 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/159459,이노버스,백엔드 개발자 (SW팀)
백엔드,https://www.wanted.co.kr/wd/173626,에이블리블랙,백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/17243,애디터(Yess),Backend Developer (백엔드 개발자)
백엔드,https://www.wanted.co.kr/wd/69637,마인드허브,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/82393,업스테이지,Software Engineer - Backend
백엔드,https://www.wanted.co.kr/wd/165983,콘텐츠웨이브(wavve),[Tech] 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/182580,러너스,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/189990,닥터다이어리,백엔드 개발자(4년차 이상)
백엔드,https://www.wanted.co.kr/wd/141454,이스트소프트(ESTsoft),[ESTsecurity] 알약M 백엔드 개발
백엔드,https://www.wanted.co.kr/wd/100640,스팬딧(Spendit),"백엔드 개발자 (Kotlin/Spring, 3년차~15년차)"
백엔드,https://www.wanted.co.kr/wd/189641,제트시티,백엔드 개발자 (2년 이상)
백엔드,https://www.wanted.co.kr/wd/121893,에코앤리치,백엔드 개발자(Back-End)
백엔드,https://www.wanted.co.kr/wd/166670,마크비전코리아,[300억↑투자] 백엔드 엔지니어
백엔드,https://www.wanted.co.kr/wd/118971,누아,웹(Web) 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/157917,에디트콜렉티브,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/16942,아이지에이웍스(IGAWorks),[500억↑투자] 백엔드 개발자 (TW DSP)
백엔드,https://www.wanted.co.kr/wd/109188,넛지헬스케어(캐시워크),백엔드/서버 개발자
백엔드,https://www.wanted.co.kr/wd/149981,노머스(원더월),[600억↑투자] 백엔드(Back-end) 개발자
백엔드,https://www.wanted.co.kr/wd/91732,브레이크앤컴퍼니,백엔드 개발자 (주니어) (Node.js)
백엔드,https://www.wanted.co.kr/wd/190664,슬로그업,[Alert] 백엔드 프로덕트 챕터 리더
백엔드,https://www.wanted.co.kr/wd/187925,블루비즈,JAVA 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/168146,바이스벌사,백엔드 개발자 (JAVA)
백엔드,https://www.wanted.co.kr/wd/183196,후루츠패밀리컴퍼니,Node.js 백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/177935,미띵스,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/135807,위즈코어,백엔드 개발 (Java)
백엔드,https://www.wanted.co.kr/wd/187011,코딩허브,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/143142,앤서스랩코리아,Casino Platform Java Backend
백엔드,https://www.wanted.co.kr/wd/162002,액스,"백엔드(Python, Java) 엔지니어"
백엔드,https://www.wanted.co.kr/wd/190195,엔라이즈(NRISE),[100억↑투자] 백엔드(Python) 개발자 (위피 젤리 스쿼드)
백엔드,https://www.wanted.co.kr/wd/192288,스토어링크,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/130185,휴맥스모빌리티,백엔드 개발자_통합서비스개발실
백엔드,https://www.wanted.co.kr/wd/97972,아이비베리,백엔드 개발
백엔드,https://www.wanted.co.kr/wd/98933,클라썸,[100억↑투자] 백엔드(Node.js) 개발자
백엔드,https://www.wanted.co.kr/wd/144555,허브디앤씨,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/190105,카카오헬스케어,백엔드(Python) 개발자 (5년 이상)
백엔드,https://www.wanted.co.kr/wd/145300,타호,백엔드 서버 개발자 (원격근무)
백엔드,https://www.wanted.co.kr/wd/180549,인피닛블록,백엔드 개발자
백엔드,https://www.wanted.co.kr/wd/78230,페이타랩(패스오더),[200억↑투자] 백엔드 개발자 (병역특례/산업기능요원/보충역/전직)
